s,zeta(s)
(0.5+1216.1837158203125j),0j
(0.5+1217.1744384765625j),0j
(0.5+1219.050048828125j),0j
(0.5+1219.614501953125j),0j
(0.5+1220.81640625j),0j
(0.5+1221.6922607421875j),0j
(0.5+1222.9525146484375j),0j
(0.5+1225.018310546875j),0j
(0.5+1225.85498046875j),0j
(0.5+1227.2318115234375j),0j
(0.5+1227.9171142578125j),0j
(0.5+1228.793212890625j),0j
(0.5+1230.5845947265625j),0j
(0.5+1231.562255859375j),0j
(0.5+1232.529541015625j),0j
(0.5+1234.27783203125j),0j
(0.5+1235.5025634765625j),0j
(0.5+1236.3990478515625j),0j
(0.5+1237.977294921875j),0j
(0.5+1238.457275390625j),0j
(0.5+1239.4908447265625j),0j
(0.5+1240.8134765625j),0j
(0.5+1243.078125j),0j
(0.5+1243.5380859375j),0j
(0.5+1244.8514404296875j),0j
(0.5+1245.6558837890625j),0j
(0.5+1247.37255859375j),0j
(0.5+1248.0631103515625j),0j
(0.5+1249.159912109375j),0j
(0.5+1250.67236328125j),0j
(0.5+1251.6597900390625j),0j
(0.5+1253.673583984375j),0j
(0.5+1254.4312744140625j),0j
(0.5+1255.408203125j),0j
(0.5+1256.1812744140625j),0j
(0.5+1257.541259765625j),0j
(0.5+1258.7791748046875j),0j
(0.5+1260.3446044921875j),0j
(0.5+1261.6116943359375j),0j
(0.5+1262.556640625j),0j
(0.5+1263.6767578125j),0j
(0.5+1264.957275390625j),0j
(0.5+1266.1790771484375j),0j
(0.5+1267.2003173828125j),0j
(0.5+1267.570556640625j),0j
(0.5+1270.118896484375j),0j
(0.5+1271.13427734375j),0j
(0.5+1272.083984375j),0j
(0.5+1273.2611083984375j),0j
(0.5+1274.1961669921875j),0j
(0.5+1275.092041015625j),0j
(0.5+1276.8421630859375j),0j
(0.5+1277.7630615234375j),0j
(0.5+1279.3328857421875j),0j
(0.5+1280.15576171875j),0j
(0.5+1281.8287353515625j),0j
(0.5+1283.00048828125j),0j
(0.5+1283.3350830078125j),0j
(0.5+1284.854736328125j),0j
(0.5+1285.695068359375j),0j
(0.5+1287.4100341796875j),0j
(0.5+1289.1654052734375j),0j
(0.5+1290.104736328125j),0j
(0.5+1290.417724609375j),0j
(0.5+1291.9459228515625j),0j
(0.5+1293.4940185546875j),0j
(0.5+1294.1185302734375j),0j
(0.5+1295.3653564453125j),0j
(0.5+1296.8011474609375j),0j
(0.5+1298.2564697265625j),0j
(0.5+1299.4051513671875j),0j
(0.5+1300.489990234375j),0j
(0.5+1301.4954833984375j),0j
(0.5+1302.3468017578125j),0j
(0.5+1303.273193359375j),0j
(0.5+1305.401611328125j),0j
(0.5+1306.5084228515625j),0j
(0.5+1307.2672119140625j),0j
(0.5+1308.9881591796875j),0j
(0.5+1309.4215087890625j),0j
(0.5+1311.0565185546875j),0j
(0.5+1311.9669189453125j),0j
(0.5+1313.0316162109375j),0j
(0.5+1314.0526123046875j),0j
(0.5+1316.212158203125j),0j
(0.5+1317.072998046875j),0j
(0.5+1318.1712646484375j),0j
(0.5+1318.9478759765625j),0j
(0.5+1319.9310302734375j),0j
(0.5+1321.628173828125j),0j
(0.5+1322.258056640625j),0j
(0.5+1324.2249755859375j),0j
(0.5+1325.2376708984375j),0j
(0.5+1325.98193359375j),0j
(0.5+1327.63525390625j),0j
(0.5+1329.04345703125j),0j
(0.5+1329.205078125j),0j
(0.5+1330.429931640625j),0j
(0.5+1331.82763671875j),0j
(0.5+1333.6734619140625j),0j
(0.5+1334.747314453125j),0j
(0.5+1335.6949462890625j),0j
(0.5+1336.690185546875j),0j
(0.5+1337.6888427734375j),0j
(0.5+1338.9232177734375j),0j
(0.5+1340.4263916015625j),0j
(0.5+1341.166259765625j),0j
(0.5+1342.6085205078125j),0j
(0.5+1344.156005859375j),0j
(0.5+1345.47705078125j),0j
(0.5+1345.7314453125j),0j
(0.5+1347.51953125j),0j
(0.5+1348.0172119140625j),0j
(0.5+1349.085205078125j),0j
(0.5+1351.2962646484375j),0j
(0.5+1352.21044921875j),0j
(0.5+1353.4833984375j),0j
(0.5+1353.8868408203125j),0j
(0.5+1355.6805419921875j),0j
(0.5+1356.605712890625j),0j
(0.5+1357.771728515625j),0j
(0.5+1358.460205078125j),0j
(0.5+1360.3931884765625j),0j
(0.5+1361.39306640625j),0j
(0.5+1363.0223388671875j),0j
(0.5+1363.879150390625j),0j
(0.5+1364.5765380859375j),0j
(0.5+1365.4937744140625j),0j
(0.5+1367.1041259765625j),0j
(0.5+1368.3302001953125j),0j
(0.5+1369.6868896484375j),0j
(0.5+1370.9735107421875j),0j
(0.5+1371.6865234375j),0j
(0.5+1373.202880859375j),0j
(0.5+1374.15478515625j),0j
(0.5+1375.3023681640625j),0j
(0.5+1376.1617431640625j),0j
(0.5+1377.1776123046875j),0j
(0.5+1379.6832275390625j),0j
(0.5+1380.1485595703125j),0j
(0.5+1381.073974609375j),0j
(0.5+1382.345703125j),0j
(0.5+1383.297607421875j),0j
(0.5+1384.4444580078125j),0j
(0.5+1385.663818359375j),0j
(0.5+1387.32666015625j),0j
(0.5+1387.9215087890625j),0j
(0.5+1389.5657958984375j),0j
(0.5+1390.7054443359375j),0j
(0.5+1391.8531494140625j),0j
(0.5+1392.64404296875j),0j
(0.5+1393.433349609375j),0j
(0.5+1394.8841552734375j),0j
(0.5+1396.544189453125j),0j
(0.5+1397.8345947265625j),0j
(0.5+1398.837646484375j),0j
(0.5+1399.8394775390625j),0j
(0.5+1400.427001953125j),0j
(0.5+1402.5643310546875j),0j
(0.5+1402.9737548828125j),0j
(0.5+1404.00634765625j),0j
(0.5+1405.6669921875j),0j
(0.5+1407.0850830078125j),0j
(0.5+1408.1363525390625j),0j
(0.5+1409.3206787109375j),0j
(0.5+1410.0247802734375j),0j
(0.5+1411.257080078125j),0j
(0.5+1411.9656982421875j),0j
(0.5+1413.8431396484375j),0j
(0.5+1415.5858154296875j),0j
(0.5+1415.7816162109375j),0j
(0.5+1417.102783203125j),0j
(0.5+1418.697021484375j),0j
(0.5+1419.4224853515625j),0j
(0.5+1420.41650390625j),0j
(0.5+1421.8505859375j),0j
(0.5+1422.4613037109375j),0j
(0.5+1424.4630126953125j),0j
(0.5+1425.8734130859375j),0j
(0.5+1426.64599609375j),0j
(0.5+1427.36572265625j),0j
(0.5+1428.59228515625j),0j
(0.5+1429.6505126953125j),0j
(0.5+1431.21826171875j),0j
(0.5+1432.0496826171875j),0j
(0.5+1433.8218994140625j),0j
(0.5+1434.5849609375j),0j
(0.5+1435.69287109375j),0j
(0.5+1437.2266845703125j),0j
(0.5+1438.0062255859375j),0j
(0.5+1438.9495849609375j),0j
(0.5+1439.622802734375j),0j
(0.5+1441.9609375j),0j
(0.5+1442.9110107421875j),0j
(0.5+1444.0418701171875j),0j
(0.5+1445.072265625j),0j
(0.5+1445.830078125j),0j
(0.5+1447.2261962890625j),0j
(0.5+1448.3238525390625j),0j
(0.5+1449.48876953125j),0j
(0.5+1450.7735595703125j),0j
(0.5+1451.8353271484375j),0j
(0.5+1453.737548828125j),0j
(0.5+1454.2259521484375j),0j
(0.5+1455.3121337890625j),0j
(0.5+1456.1678466796875j),0j
(0.5+1457.5390625j),0j
(0.5+1458.393798828125j),0j
(0.5+1460.688232421875j),0j
(0.5+1461.2454833984375j),0j
(0.5+1462.26611328125j),0j
(0.5+1463.286865234375j),0j
(0.5+1464.6968994140625j),0j
(0.5+1465.8895263671875j),0j
(0.5+1466.505615234375j),0j
(0.5+1467.7039794921875j),0j
(0.5+1469.34765625j),0j
(0.5+1470.966552734375j),0j
(0.5+1471.3887939453125j),0j
(0.5+1473.0201416015625j),0j
(0.5+1473.74560546875j),0j
(0.5+1474.2032470703125j),0j
(0.5+1476.0921630859375j),0j
(0.5+1477.4351806640625j),0j
(0.5+1478.44140625j),0j
(0.5+1479.7598876953125j),0j
(0.5+1480.766845703125j),0j
(0.5+1481.9647216796875j),0j
(0.5+1483.032958984375j),0j
(0.5+1484.1435546875j),0j
(0.5+1484.81787109375j),0j
(0.5+1486.17138671875j),0j
(0.5+1488.1163330078125j),0j
(0.5+1489.25244140625j),0j
(0.5+1489.970947265625j),0j
(0.5+1490.670654296875j),0j
(0.5+1492.1800537109375j),0j
(0.5+1493.330810546875j),0j
(0.5+1494.1553955078125j),0j
(0.5+1495.768798828125j),0j
(0.5+1497.0655517578125j),0j
(0.5+1497.747314453125j),0j
(0.5+1499.640869140625j),0j
(0.5+1500.3519287109375j),0j
(0.5+1501.119384765625j),0j
(0.5+1502.3460693359375j),0j
(0.5+1503.0909423828125j),0j
(0.5+1505.261474609375j),0j
(0.5+1506.1529541015625j),0j
(0.5+1507.407470703125j),0j
(0.5+1508.2530517578125j),0j
(0.5+1509.2803955078125j),0j
(0.5+1510.391845703125j),0j
(0.5+1511.9229736328125j),0j
(0.5+1512.5897216796875j),0j
(0.5+1513.5897216796875j),0j
(0.5+1515.7083740234375j),0j
(0.5+1516.43603515625j),0j
(0.5+1517.7198486328125j),0j
(0.5+1518.414794921875j),0j
(0.5+1519.740966796875j),0j
(0.5+1520.273681640625j),0j
(0.5+1521.90185546875j),0j
(0.5+1523.486083984375j),0j
(0.5+1524.724853515625j),0j
(0.5+1525.227783203125j),0j
(0.5+1526.5523681640625j),0j
(0.5+1528.0408935546875j),0j
(0.5+1529.034423828125j),0j
(0.5+1529.3699951171875j),0j
(0.5+1531.020751953125j),0j
(0.5+1532.2222900390625j),0j
(0.5+1533.886962890625j),0j
(0.5+1535.042236328125j),0j
(0.5+1535.76953125j),0j
(0.5+1536.6207275390625j),0j
(0.5+1537.651123046875j),0j
(0.5+1539.3028564453125j),0j
(0.5+1540.0302734375j),0j
(0.5+1541.7423095703125j),0j
(0.5+1542.49658203125j),0j
(0.5+1544.11865234375j),0j
(0.5+1544.8345947265625j),0j
(0.5+1546.0911865234375j),0j
(0.5+1547.297607421875j),0j
(0.5+1547.8065185546875j),0j
(0.5+1548.871337890625j),0j
(0.5+1551.2738037109375j),0j
(0.5+1552.0068359375j),0j
(0.5+1552.736083984375j),0j
(0.5+1554.156494140625j),0j
(0.5+1554.9212646484375j),0j
(0.5+1556.1629638671875j),0j
(0.5+1557.39453125j),0j
(0.5+1558.339111328125j),0j
(0.5+1559.7811279296875j),0j
(0.5+1560.87646484375j),0j
(0.5+1562.41015625j),0j
(0.5+1563.3853759765625j),0j
(0.5+1564.177978515625j),0j
(0.5+1564.915771484375j),0j
(0.5+1566.266357421875j),0j
(0.5+1567.6234130859375j),0j
(0.5+1569.0224609375j),0j
(0.5+1570.50927734375j),0j
(0.5+1571.04541015625j),0j
(0.5+1571.8453369140625j),0j
(0.5+1573.8065185546875j),0j
(0.5+1574.23095703125j),0j
(0.5+1575.63818359375j),0j
(0.5+1576.161376953125j),0j
(0.5+1578.1187744140625j),0j
(0.5+1579.5140380859375j),0j
(0.5+1580.3720703125j),0j
(0.5+1581.363525390625j),0j
(0.5+1582.3294677734375j),0j
(0.5+1583.3946533203125j),0j
(0.5+1584.23486328125j),0j
(0.5+1586.293212890625j),0j
(0.5+1587.00439453125j),0j
(0.5+1588.1634521484375j),0j
(0.5+1589.35791015625j),0j
(0.5+1590.8359375j),0j
(0.5+1591.2939453125j),0j
(0.5+1592.63720703125j),0j
(0.5+1593.5848388671875j),0j
(0.5+1594.4427490234375j),0j
(0.5+1596.4844970703125j),0j
(0.5+1597.7159423828125j),0j
(0.5+1598.4207763671875j),0j
(0.5+1599.619384765625j),0j
(0.5+1600.048095703125j),0j
(0.5+1601.9119873046875j),0j
(0.5+1602.8154296875j),0j
(0.5+1603.6551513671875j),0j
(0.5+1605.5216064453125j),0j
(0.5+1606.29345703125j),0j
(0.5+1607.556884765625j),0j
(0.5+1608.8363037109375j),0j
(0.5+1610.0032958984375j),0j
(0.5+1610.2537841796875j),0j
(0.5+1611.4371337890625j),0j
(0.5+1613.078857421875j),0j
(0.5+1614.7105712890625j),0j
(0.5+1615.5745849609375j),0j
(0.5+1616.3984375j),0j
(0.5+1617.7347412109375j),0j
(0.5+1618.5374755859375j),0j
(0.5+1619.9525146484375j),0j
(0.5+1620.7742919921875j),0j
(0.5+1622.0987548828125j),0j
(0.5+1622.977783203125j),0j
(0.5+1625.0218505859375j),0j
(0.5+1625.987060546875j),0j
(0.5+1626.39990234375j),0j
(0.5+1627.7554931640625j),0j
(0.5+1628.71533203125j),0j
(0.5+1629.65869140625j),0j
(0.5+1631.19482421875j),0j
(0.5+1632.7982177734375j),0j
(0.5+1633.5125732421875j),0j
(0.5+1634.516845703125j),0j
(0.5+1635.7183837890625j),0j
(0.5+1637.0892333984375j),0j
(0.5+1637.99462890625j),0j
(0.5+1638.599609375j),0j
(0.5+1639.8212890625j),0j
(0.5+1641.8997802734375j),0j
(0.5+1642.48974609375j),0j
(0.5+1644.152099609375j),0j
(0.5+1644.7137451171875j),0j
(0.5+1645.57373046875j),0j
(0.5+1646.6248779296875j),0j
(0.5+1648.2706298828125j),0j
(0.5+1649.1185302734375j),0j
(0.5+1650.4169921875j),0j
(0.5+1651.732666015625j),0j
(0.5+1652.6710205078125j),0j
(0.5+1654.2059326171875j),0j
(0.5+1654.7266845703125j),0j
(0.5+1655.82275390625j),0j
(0.5+1657.1142578125j),0j
(0.5+1657.567138671875j),0j
(0.5+1660.02001953125j),0j
(0.5+1660.860107421875j),0j
(0.5+1661.8369140625j),0j
(0.5+1662.377197265625j),0j
(0.5+1664.0572509765625j),0j
(0.5+1664.968017578125j),0j
(0.5+1665.877685546875j),0j
(0.5+1667.2410888671875j),0j
(0.5+1668.3682861328125j),0j
(0.5+1669.669677734375j),0j
(0.5+1671.0472412109375j),0j
(0.5+1671.9842529296875j),0j
(0.5+1672.96337890625j),0j
(0.5+1673.6875j),0j
(0.5+1674.6484375j),0j
(0.5+1676.3624267578125j),0j
(0.5+1677.6912841796875j),0j
(0.5+1678.63037109375j),0j
(0.5+1680.0780029296875j),0j
(0.5+1680.5047607421875j),0j
(0.5+1681.8123779296875j),0j
(0.5+1683.2733154296875j),0j
(0.5+1684.171630859375j),0j
(0.5+1684.558837890625j),0j
(0.5+1686.421142578125j),0j
(0.5+1688.0802001953125j),0j
(0.5+1688.933837890625j),0j
(0.5+1689.703125j),0j
(0.5+1691.051513671875j),0j
(0.5+1691.51513671875j),0j
(0.5+1693.052978515625j),0j
(0.5+1694.017578125j),0j
(0.5+1695.83251953125j),0j
(0.5+1696.655029296875j),0j
(0.5+1697.342529296875j),0j
(0.5+1699.2294921875j),0j
(0.5+1699.966796875j),0j
(0.5+1700.8203125j),0j
(0.5+1701.8255615234375j),0j
(0.5+1702.9232177734375j),0j
(0.5+1704.2913818359375j),0j
(0.5+1706.2559814453125j),0j
(0.5+1706.61572265625j),0j
(0.5+1707.912353515625j),0j
(0.5+1708.5120849609375j),0j
(0.5+1709.7808837890625j),0j
(0.5+1711.1375732421875j),0j
(0.5+1712.1553955078125j),0j
(0.5+1713.0552978515625j),0j
(0.5+1714.7171630859375j),0j
(0.5+1715.8253173828125j),0j
(0.5+1716.77001953125j),0j
(0.5+1717.9744873046875j),0j
(0.5+1718.9541015625j),0j
(0.5+1719.7244873046875j),0j
(0.5+1720.498046875j),0j
(0.5+1722.8446044921875j),0j
(0.5+1723.5328369140625j),0j
(0.5+1724.7340087890625j),0j
(0.5+1725.638671875j),0j
(0.5+1726.605712890625j),0j
(0.5+1728.16650390625j),0j
(0.5+1728.64453125j),0j
(0.5+1730.02392578125j),0j
(0.5+1731.01416015625j),0j
(0.5+1732.43017578125j),0j
(0.5+1733.8408203125j),0j
(0.5+1735.1754150390625j),0j
(0.5+1735.624755859375j),0j
(0.5+1736.3056640625j),0j
(0.5+1737.8939208984375j),0j
(0.5+1738.783203125j),0j
(0.5+1740.1690673828125j),0j
(0.5+1741.7791748046875j),0j
(0.5+1742.4676513671875j),0j
(0.5+1743.4263916015625j),0j
(0.5+1744.7215576171875j),0j
(0.5+1746.0975341796875j),0j
(0.5+1746.595458984375j),0j
(0.5+1747.78173828125j),0j
(0.5+1748.56396484375j),0j
(0.5+1750.8228759765625j),0j
(0.5+1751.6177978515625j),0j
(0.5+1752.511474609375j),0j
(0.5+1753.661376953125j),0j
(0.5+1754.763427734375j),0j
(0.5+1755.169677734375j),0j
(0.5+1757.0465087890625j),0j
(0.5+1757.984130859375j),0j
(0.5+1759.2401123046875j),0j
(0.5+1760.2152099609375j),0j
(0.5+1761.8548583984375j),0j
(0.5+1762.4976806640625j),0j
(0.5+1763.7191162109375j),0j
(0.5+1764.5914306640625j),0j
(0.5+1765.4005126953125j),0j
(0.5+1766.67626953125j),0j
(0.5+1768.2960205078125j),0j
(0.5+1769.94091796875j),0j
(0.5+1770.24365234375j),0j
(0.5+1771.212890625j),0j
(0.5+1772.3280029296875j),0j
(0.5+1773.8948974609375j),0j
(0.5+1774.660400390625j),0j
(0.5+1775.342041015625j),0j
(0.5+1777.255859375j),0j
(0.5+1778.041748046875j),0j
(0.5+1779.55224609375j),0j
(0.5+1780.665283203125j),0j
(0.5+1781.3555908203125j),0j
(0.5+1782.4390869140625j),0j
(0.5+1783.0848388671875j),0j
(0.5+1784.60791015625j),0j
(0.5+1786.3421630859375j),0j
(0.5+1787.04931640625j),0j
(0.5+1788.215087890625j),0j
(0.5+1789.2421875j),0j
(0.5+1790.4495849609375j),0j
(0.5+1791.25439453125j),0j
(0.5+1792.6160888671875j),0j
(0.5+1793.525390625j),0j
(0.5+1794.178466796875j),0j
(0.5+1796.465087890625j),0j
(0.5+1797.3763427734375j),0j
(0.5+1798.1470947265625j),0j
(0.5+1799.231689453125j),0j
(0.5+1800.0247802734375j),0j
(0.5+1801.3096923828125j),0j
(0.5+1802.30126953125j),0j
(0.5+1803.796875j),0j
(0.5+1804.9041748046875j),0j
(0.5+1806.2896728515625j),0j
(0.5+1806.578369140625j),0j
(0.5+1808.7144775390625j),0j
(0.5+1809.1192626953125j),0j
(0.5+1810.10888671875j),0j
(0.5+1810.873779296875j),0j
(0.5+1812.4200439453125j),0j
(0.5+1814.024169921875j),0j
(0.5+1814.9730224609375j),0j
(0.5+1816.338623046875j),0j
(0.5+1816.758056640625j),0j
(0.5+1817.7105712890625j),0j
(0.5+1819.2603759765625j),0j
(0.5+1820.1878662109375j),0j
(0.5+1821.3056640625j),0j
(0.5+1822.4276123046875j),0j
(0.5+1823.7662353515625j),0j
(0.5+1825.213623046875j),0j
(0.5+1825.9156494140625j),0j
(0.5+1826.79541015625j),0j
(0.5+1828.2113037109375j),0j
(0.5+1828.62109375j),0j
(0.5+1829.83251953125j),0j
(0.5+1831.9364013671875j),0j
(0.5+1832.9849853515625j),0j
(0.5+1833.273193359375j),0j
(0.5+1834.7215576171875j),0j
(0.5+1835.8837890625j),0j
(0.5+1836.82763671875j),0j
(0.5+1838.0869140625j),0j
(0.5+1838.6402587890625j),0j
(0.5+1840.195556640625j),0j
(0.5+1841.4786376953125j),0j
(0.5+1842.8759765625j),0j
(0.5+1843.7711181640625j),0j
(0.5+1844.759033203125j),0j
(0.5+1845.41748046875j),0j
(0.5+1846.353271484375j),0j
(0.5+1848.3309326171875j),0j
(0.5+1848.7227783203125j),0j
(0.5+1850.6011962890625j),0j
(0.5+1851.400390625j),0j
(0.5+1852.3421630859375j),0j
(0.5+1853.519287109375j),0j
(0.5+1854.8555908203125j),0j
(0.5+1855.5928955078125j),0j
(0.5+1856.38916015625j),0j
(0.5+1857.498046875j),0j
(0.5+1859.4952392578125j),0j
(0.5+1860.5413818359375j),0j
(0.5+1861.379638671875j),0j
(0.5+1862.1214599609375j),0j
(0.5+1863.4254150390625j),0j
(0.5+1864.35400390625j),0j
(0.5+1865.367431640625j),0j
(0.5+1866.8365478515625j),0j
(0.5+1868.085205078125j),0j
(0.5+1868.706787109375j),0j
(0.5+1870.4215087890625j),0j
(0.5+1871.416015625j),0j
(0.5+1872.4415283203125j),0j
(0.5+1872.86572265625j),0j
(0.5+1874.50830078125j),0j
(0.5+1874.913818359375j),0j
(0.5+1877.0950927734375j),0j
(0.5+1878.022216796875j),0j
(0.5+1879.1533203125j),0j
(0.5+1880.082275390625j),0j
(0.5+1880.61181640625j),0j
(0.5+1882.322021484375j),0j
(0.5+1883.40869140625j),0j
(0.5+1884.0057373046875j),0j
(0.5+1885.1981201171875j),0j
(0.5+1887.053955078125j),0j
(0.5+1887.808837890625j),0j
(0.5+1888.938232421875j),0j
(0.5+1890.34814453125j),0j
(0.5+1890.6121826171875j),0j
(0.5+1891.678466796875j),0j
(0.5+1892.86767578125j),0j
(0.5+1894.55859375j),0j
(0.5+1895.6971435546875j),0j
(0.5+1896.58544921875j),0j
(0.5+1897.513671875j),0j
(0.5+1898.829345703125j),0j
(0.5+1900.006103515625j),0j
(0.5+1900.5718994140625j),0j
(0.5+1901.891357421875j),0j
(0.5+1902.8050537109375j),0j
(0.5+1904.08935546875j),0j
(0.5+1906.102783203125j),0j
(0.5+1906.59765625j),0j
(0.5+1907.332763671875j),0j
(0.5+1908.43310546875j),0j
(0.5+1909.4659423828125j),0j
(0.5+1910.733642578125j),0j
(0.5+1911.7047119140625j),0j
(0.5+1913.1824951171875j),0j
(0.5+1914.352294921875j),0j
(0.5+1915.0546875j),0j
(0.5+1916.6063232421875j),0j
(0.5+1917.3447265625j),0j
(0.5+1918.7864990234375j),0j
(0.5+1919.207763671875j),0j
(0.5+1919.9375j),0j
(0.5+1922.1016845703125j),0j
(0.5+1923.2808837890625j),0j
(0.5+1924.0557861328125j),0j
(0.5+1925.23193359375j),0j
(0.5+1926.2115478515625j),0j
(0.5+1926.820068359375j),0j
(0.5+1928.41748046875j),0j
(0.5+1929.487548828125j),0j
(0.5+1930.2584228515625j),0j
(0.5+1931.760009765625j),0j
(0.5+1932.875732421875j),0j
(0.5+1934.4163818359375j),0j
(0.5+1934.907958984375j),0j
(0.5+1935.9248046875j),0j
(0.5+1936.873046875j),0j
(0.5+1937.9686279296875j),0j
(0.5+1939.050048828125j),0j
(0.5+1940.977294921875j),0j
(0.5+1941.8228759765625j),0j
(0.5+1942.633544921875j),0j
(0.5+1943.367919921875j),0j
(0.5+1945.15380859375j),0j
(0.5+1945.9227294921875j),0j
(0.5+1946.6099853515625j),0j
(0.5+1947.9169921875j),0j
(0.5+1949.030029296875j),0j
(0.5+1950.7431640625j),0j
(0.5+1951.5367431640625j),0j
(0.5+1952.85009765625j),0j
(0.5+1953.4486083984375j),0j
(0.5+1954.4185791015625j),0j
(0.5+1955.3157958984375j),0j
(0.5+1956.84814453125j),0j
(0.5+1958.314453125j),0j
(0.5+1958.8519287109375j),0j
(0.5+1960.4188232421875j),0j
(0.5+1961.3592529296875j),0j
(0.5+1962.2335205078125j),0j
(0.5+1963.6212158203125j),0j
(0.5+1964.357421875j),0j
(0.5+1965.3778076171875j),0j
(0.5+1966.11767578125j),0j
(0.5+1968.4715576171875j),0j
(0.5+1969.047607421875j),0j
(0.5+1970.3050537109375j),0j
(0.5+1970.8555908203125j),0j
(0.5+1971.9703369140625j),0j
(0.5+1973.1826171875j),0j
(0.5+1974.34716796875j),0j
(0.5+1975.08056640625j),0j
(0.5+1977.1739501953125j),0j
(0.5+1977.271484375j),0j
(0.5+1978.8013916015625j),0j
(0.5+1980.371826171875j),0j
(0.5+1980.9100341796875j),0j
(0.5+1981.748779296875j),0j
(0.5+1982.663330078125j),0j
(0.5+1983.923828125j),0j
(0.5+1985.41650390625j),0j
(0.5+1986.757080078125j),0j
(0.5+1987.8734130859375j),0j
(0.5+1988.2518310546875j),0j
(0.5+1989.7020263671875j),0j
(0.5+1990.4783935546875j),0j
(0.5+1992.001708984375j),0j
(0.5+1992.7850341796875j),0j
(0.5+1993.5775146484375j),0j
(0.5+1995.168701171875j),0j
(0.5+1996.796142578125j),0j
(0.5+1997.390869140625j),0j
(0.5+1998.279052734375j),0j
(0.5+1999.5457763671875j),0j
(0.5+2000.4345703125j),0j
(0.5+2000.9295654296875j),0j
(0.5+2002.8963623046875j),0j
(0.5+2004.1396484375j),0j
(0.5+2005.077880859375j),0j
(0.5+2005.90087890625j),0j
(0.5+2007.1251220703125j),0j
(0.5+2008.418212890625j),0j
(0.5+2009.1766357421875j),0j
(0.5+2010.1533203125j),0j
(0.5+2011.020751953125j),0j
(0.5+2012.5389404296875j),0j
(0.5+2013.8720703125j),0j
(0.5+2015.186767578125j),0j
(0.5+2016.0296630859375j),0j
(0.5+2016.800048828125j),0j
(0.5+2017.38671875j),0j
(0.5+2019.2646484375j),0j
(0.5+2019.8843994140625j),0j
(0.5+2021.196044921875j),0j
(0.5+2022.545654296875j),0j
(0.5+2023.5728759765625j),0j
(0.5+2024.48828125j),0j
(0.5+2025.87890625j),0j
(0.5+2026.73828125j),0j
(0.5+2027.5733642578125j),0j
(0.5+2028.58251953125j),0j
(0.5+2029.385498046875j),0j
(0.5+2031.7506103515625j),0j
(0.5+2032.4207763671875j),0j
(0.5+2033.0179443359375j),0j
(0.5+2034.5548095703125j),0j
(0.5+2035.077392578125j),0j
(0.5+2036.5274658203125j),0j
(0.5+2037.2171630859375j),0j
(0.5+2038.841796875j),0j
(0.5+2039.4432373046875j),0j
(0.5+2040.839111328125j),0j
(0.5+2042.3446044921875j),0j
(0.5+2043.2171630859375j),0j
(0.5+2044.12158203125j),0j
(0.5+2045.037353515625j),0j
(0.5+2045.802734375j),0j
(0.5+2047.098388671875j),0j
(0.5+2048.4541015625j),0j
(0.5+2049.847412109375j),0j
(0.5+2050.906005859375j),0j
(0.5+2051.718505859375j),0j
(0.5+2052.40771484375j),0j
(0.5+2054.059814453125j),0j
(0.5+2055.18017578125j),0j
(0.5+2055.572509765625j),0j
(0.5+2056.620849609375j),0j
(0.5+2058.45068359375j),0j
(0.5+2059.447998046875j),0j
(0.5+2060.8681640625j),0j
(0.5+2061.366943359375j),0j
(0.5+2062.57275390625j),0j
(0.5+2063.283447265625j),0j
(0.5+2064.304931640625j),0j
(0.5+2065.832763671875j),0j
(0.5+2066.985107421875j),0j
(0.5+2068.345703125j),0j
(0.5+2068.669921875j),0j
(0.5+2070.504638671875j),0j
(0.5+2071.377197265625j),0j
(0.5+2071.990478515625j),0j
(0.5+2073.397705078125j),0j
(0.5+2074.171142578125j),0j
(0.5+2075.028076171875j),0j
(0.5+2077.11767578125j),0j
(0.5+2078.155517578125j),0j
(0.5+2078.939208984375j),0j
(0.5+2079.567626953125j),0j
(0.5+2080.910400390625j),0j
(0.5+2081.7998046875j),0j
(0.5+2083.30029296875j),0j
(0.5+2083.780029296875j),0j
(0.5+2085.389892578125j),0j
(0.5+2086.580322265625j),0j
(0.5+2087.473388671875j),0j
(0.5+2088.71240234375j),0j
(0.5+2090.0361328125j),0j
(0.5+2090.447509765625j),0j
(0.5+2091.2216796875j),0j
(0.5+2092.47314453125j),0j
(0.5+2094.3359375j),0j
(0.5+2095.13818359375j),0j
(0.5+2096.346435546875j),0j
(0.5+2097.37158203125j),0j
(0.5+2097.951904296875j),0j
(0.5+2099.311767578125j),0j
(0.5+2100.59375j),0j
(0.5+2101.135498046875j),0j
(0.5+2102.53515625j),0j
(0.5+2103.390380859375j),0j
(0.5+2105.372314453125j),0j
(0.5+2105.99462890625j),0j
(0.5+2107.17236328125j),0j
